Date,City,State,Temperature_Max (°C),Temperature_Min (°C),Temperature_Avg (°C),Humidity (%),Rainfall (mm),Wind_Speed (km/h),AQI,AQI_Category,Pressure (hPa),Cloud_Cover (%)
23-10-2025,Ahmedabad,Gujarat,30.3,15.9,23.1,46.7,0,21.2,237,Poor,1017.7,83.9
23-10-2025,Jaipur,Rajasthan,39.2,25.2,32.2,38.3,18.8,14.9,178,Moderate,996.2,18.5
23-10-2025,Lucknow,Uttar Pradesh,41.3,28.3,34.8,85.3,7.7,13.9,189,Moderate,1015.4,51
23-10-2025,Bhopal,Madhya Pradesh,27.5,13.5,20.5,54.4,0,22,120,Moderate,997.3,24.6
24-10-2025,Mumbai,Maharashtra,36.5,26.3,31.4,41.4,0,17.5,231,Poor,1010.5,36.2
24-10-2025,Delhi,Delhi,29.2,15.9,22.5,31.4,32.3,13.5,143,Moderate,1018.1,92.8
24-10-2025,Bengaluru,Karnataka,42.6,30.3,36.5,37,0,13.4,74,Satisfactory,1021.2,90.9
24-10-2025,Chennai,Tamil Nadu,32.5,18.5,25.5,83.3,7.2,15.4,136,Moderate,995.9,78.5
24-10-2025,Kolkata,West Bengal,37.4,28.8,33.1,35.5,0,6.6,67,Satisfactory,1011.7,14.6
24-10-2025,Hyderabad,Telangana,43.9,37.8,40.8,54.4,0,4.6,319,Very Poor,1016.9,79.2
24-10-2025,Ahmedabad,Gujarat,39.1,33.6,36.3,65.8,0,18.7,173,Moderate,996.3,46.5
24-10-2025,Jaipur,Rajasthan,44.6,39.4,42,83,0,18.1,280,Poor,1013.7,64.6
24-10-2025,Lucknow,Uttar Pradesh,29.6,18.3,24,71.5,0,23,177,Moderate,1024.2,70.5
24-10-2025,Bhopal,Madhya Pradesh,35.7,29.7,32.7,53.6,0,23.9,123,Moderate,1021,59
25-10-2025,Mumbai,Maharashtra,27.3,13.7,20.5,89.8,5,10.5,114,Moderate,995.5,92.3
25-10-2025,Delhi,Delhi,39.2,29.9,34.6,83.8,0,8,145,Moderate,1015,56.7
25-10-2025,Bengaluru,Karnataka,31.6,25.4,28.5,43.9,0,21.2,282,Poor,1007,80.5
25-10-2025,Chennai,Tamil Nadu,42,28.5,35.2,74.1,0,8.9,281,Poor,993.6,23
25-10-2025,Kolkata,West Bengal,43.9,32.2,38.1,87.6,0,22.6,296,Poor,1017.9,98.4
25-10-2025,Hyderabad,Telangana,33,26.9,29.9,86.8,0,2.7,75,Satisfactory,991.8,68.7
25-10-2025,Ahmedabad,Gujarat,39.9,30.7,35.3,66.6,0,18.8,233,Poor,1022.1,32.6
25-10-2025,Jaipur,Rajasthan,44,32.5,38.3,88,9.4,14.7,119,Moderate,993.4,26.2
25-10-2025,Lucknow,Uttar Pradesh,25.7,19.6,22.7,49.2,0,11.6,320,Very Poor,1018.7,82.2
25-10-2025,Bhopal,Madhya Pradesh,39.9,32.5,36.2,75.7,7.6,3.6,289,Poor,1010.8,50.6
26-10-2025,Mumbai,Maharashtra,27.6,20.4,24,66.3,9.5,6.7,220,Poor,993.7,42.5
26-10-2025,Delhi,Delhi,41.5,30.2,35.9,62,2.9,4.6,337,Very Poor,995.1,73.4
26-10-2025,Bengaluru,Karnataka,27.4,16.3,21.9,45.5,0,2.5,268,Poor,1021.3,55.9
26-10-2025,Chennai,Tamil Nadu,33.5,26.6,30,60.3,2.9,4.2,260,Poor,1003.9,56.9
26-10-2025,Kolkata,West Bengal,37.7,23.8,30.7,94.5,9.4,2.8,168,Moderate,1008.7,68.1
26-10-2025,Hyderabad,Telangana,32.7,22.3,27.5,88.9,2.7,6.3,149,Moderate,1019.2,68.3
26-10-2025,Ahmedabad,Gujarat,39.4,31.6,35.5,80.3,0,20.8,241,Poor,1016.3,85
26-10-2025,Jaipur,Rajasthan,40.9,31.5,36.2,74.1,0.4,21.9,124,Moderate,1017,32.2
26-10-2025,Lucknow,Uttar Pradesh,41,34.1,37.6,37.2,0,20.4,226,Poor,1007,29
26-10-2025,Bhopal,Madhya Pradesh,26.4,14.1,20.3,62.6,0.2,6.3,281,Poor,1023.7,90.2
27-10-2025,Mumbai,Maharashtra,26.6,18,22.3,49.4,0,9.3,185,Moderate,1020.8,18.7
27-10-2025,Delhi,Delhi,44.5,37,40.8,75.7,0,18.1,209,Poor,1005.2,33.4
27-10-2025,Bengaluru,Karnataka,27.8,14.6,21.2,78.8,35.7,16.6,236,Poor,1000,81.6
27-10-2025,Chennai,Tamil Nadu,27.5,21.4,24.5,91,0,14.8,279,Poor,998.1,18.3
27-10-2025,Kolkata,West Bengal,41.2,29,35.1,30.7,2.9,19.4,172,Moderate,1012,80
27-10-2025,Hyderabad,Telangana,35.8,30.2,33,57.8,0,7.5,257,Poor,998.3,17.7
27-10-2025,Ahmedabad,Gujarat,37.5,26.7,32.1,64.5,63.8,12.1,247,Poor,1004.3,20.5
27-10-2025,Jaipur,Rajasthan,36.2,21.3,28.7,68,49.4,18.6,132,Moderate,994.5,37.6
27-10-2025,Lucknow,Uttar Pradesh,42.1,31,36.6,82.7,0,10.6,338,Very Poor,990.5,22.5
27-10-2025,Bhopal,Madhya Pradesh,26.6,20.1,23.3,90.1,0,20.1,151,Moderate,1007.2,35.7
28-10-2025,Mumbai,Maharashtra,35.1,24.6,29.8,83.2,7.7,19.4,212,Poor,1013.7,87.5
28-10-2025,Delhi,Delhi,35.4,23.4,29.4,40.8,0,16.1,213,Poor,991.1,77.8
28-10-2025,Bengaluru,Karnataka,38.5,32,35.3,82.6,0,17,286,Poor,991.8,75.5
28-10-2025,Chennai,Tamil Nadu,34.5,25.4,30,52.3,9.3,23.3,252,Poor,1002.2,64.9
28-10-2025,Kolkata,West Bengal,44.9,35.7,40.3,56,0,5.9,334,Very Poor,992.6,96.7
28-10-2025,Hyderabad,Telangana,31.5,18.6,25.1,86.7,0,5.2,254,Poor,1017.9,41.5
28-10-2025,Ahmedabad,Gujarat,35.8,26.8,31.3,38,3.4,2.7,144,Moderate,994.9,76.8
28-10-2025,Jaipur,Rajasthan,37.9,27.2,32.6,72.4,0,2.2,62,Satisfactory,997.9,99.4
28-10-2025,Lucknow,Uttar Pradesh,42.5,35.9,39.2,37.1,7.8,7.5,146,Moderate,1020.8,11.8
28-10-2025,Bhopal,Madhya Pradesh,34.3,28.6,31.4,67.7,5.6,11.1,205,Poor,1017.7,36.8
29-10-2025,Mumbai,Maharashtra,26.1,17.9,22,64.3,7.1,22.7,95,Satisfactory,999.8,77.7
29-10-2025,Delhi,Delhi,35.5,22.5,29,55.1,0.4,4.5,122,Moderate,991,81.9
29-10-2025,Bengaluru,Karnataka,32.3,26.4,29.4,36.3,0,12.4,307,Very Poor,1003.6,71
29-10-2025,Chennai,Tamil Nadu,40.3,35.3,37.8,36.5,0,22.2,323,Very Poor,993.9,11.9
29-10-2025,Kolkata,West Bengal,28.2,18.6,23.4,51.2,54.2,17.1,84,Satisfactory,1002.4,72.6
29-10-2025,Hyderabad,Telangana,36.6,26.9,31.8,53.4,0,21.7,244,Poor,997.1,30.1
29-10-2025,Ahmedabad,Gujarat,40.5,32.6,36.5,53.4,7.4,5.7,182,Moderate,1004.4,70.4
29-10-2025,Jaipur,Rajasthan,25.4,16.3,20.9,48.7,0,23.8,75,Satisfactory,1016.2,94.3
29-10-2025,Lucknow,Uttar Pradesh,36.4,30.6,33.5,31.7,0,10.4,186,Moderate,993.2,39.4
29-10-2025,Bhopal,Madhya Pradesh,31.8,21,26.4,68,0,10.6,305,Very Poor,1016.6,18.3
30-10-2025,Mumbai,Maharashtra,31.6,19.4,25.5,87.4,0,15.9,260,Poor,996.4,80.1
30-10-2025,Delhi,Delhi,40.9,31.6,36.2,66.2,0,13.7,205,Poor,1019.6,78.4
30-10-2025,Bengaluru,Karnataka,32.1,22.6,27.4,52.8,1.6,24.3,98,Satisfactory,1005.9,99.7
30-10-2025,Chennai,Tamil Nadu,38.1,23.2,30.7,71.6,4.6,23.6,329,Very Poor,1005.9,78.4
30-10-2025,Kolkata,West Bengal,30.6,20.7,25.7,94.7,3.6,5.5,195,Moderate,1018.2,44.2
30-10-2025,Hyderabad,Telangana,37.9,28.8,33.3,51.1,0,4.5,65,Satisfactory,1019.6,44.1
30-10-2025,Ahmedabad,Gujarat,40.8,35.6,38.2,69,0,4.6,136,Moderate,1024.8,76.7
30-10-2025,Jaipur,Rajasthan,31.7,20.2,26,59.7,2.8,22.4,76,Satisfactory,997.2,11
30-10-2025,Lucknow,Uttar Pradesh,33.3,25.3,29.3,34.8,0,17.1,133,Moderate,1010,83.5
30-10-2025,Bhopal,Madhya Pradesh,27.7,19.1,23.4,80.6,0,24.7,106,Moderate,1023.9,67.5
31-10-2025,Mumbai,Maharashtra,40.3,29.5,34.9,78.7,32.3,22.7,167,Moderate,1009.1,70
31-10-2025,Delhi,Delhi,38.1,27.6,32.9,51,55.6,6.6,78,Satisfactory,1003.7,81.5
31-10-2025,Bengaluru,Karnataka,44.9,33.1,39,89.2,0,11.3,250,Poor,997.1,87.8
31-10-2025,Chennai,Tamil Nadu,27.1,18.5,22.8,34.5,0,13.9,94,Satisfactory,991.5,29.4
31-10-2025,Kolkata,West Bengal,43.6,34.8,39.2,68,0,4.8,189,Moderate,992.9,23.4
31-10-2025,Hyderabad,Telangana,29.7,20.4,25.1,31.9,0,7,52,Satisfactory,1001.1,32.3
31-10-2025,Ahmedabad,Gujarat,27.1,13,20.1,76.2,40.8,20.8,242,Poor,1020.6,8.7
31-10-2025,Jaipur,Rajasthan,36.3,25.9,31.1,62.8,8,22,168,Moderate,1006.9,70.6
31-10-2025,Lucknow,Uttar Pradesh,32.2,18.3,25.2,88.8,0,12,52,Satisfactory,1018.7,42.8
31-10-2025,Bhopal,Madhya Pradesh,32.1,23.1,27.6,40.1,75.4,12.3,273,Poor,1014.8,19.4
01-11-2025,Mumbai,Maharashtra,34.5,22.3,28.4,71.9,0,20,130,Moderate,993.3,63.5
01-11-2025,Delhi,Delhi,42.2,27.7,35,33.6,17.2,4.9,265,Poor,996.8,28.9
01-11-2025,Bengaluru,Karnataka,30.9,19.9,25.4,67.2,0,22.2,200,Moderate,997.2,88.6
01-11-2025,Chennai,Tamil Nadu,37.3,29.7,33.5,44.5,0,12.1,341,Very Poor,999.5,32.7
01-11-2025,Kolkata,West Bengal,36.7,23.4,30.1,33,0.1,16.1,343,Very Poor,1011.7,18.2
01-11-2025,Hyderabad,Telangana,35.6,29.6,32.6,56.9,0.8,9.4,194,Moderate,1001,53.9
01-11-2025,Ahmedabad,Gujarat,34.3,24.2,29.3,33.1,4.8,8.6,99,Satisfactory,1013.7,36.3
01-11-2025,Jaipur,Rajasthan,40.5,33.4,36.9,85.8,0,17,292,Poor,997.4,7.1
01-11-2025,Lucknow,Uttar Pradesh,42.1,28.3,35.2,32.4,0,12.8,302,Very Poor,1004.3,46.8
01-11-2025,Bhopal,Madhya Pradesh,33.4,25.3,29.3,38.5,0,17.7,336,Very Poor,1014.3,23.9
02-11-2025,Mumbai,Maharashtra,40.8,28.9,34.8,79,41.9,2.6,183,Moderate,1018.1,47.5
02-11-2025,Delhi,Delhi,31.5,20.4,26,73.9,0,20,203,Poor,1009.1,45.8
02-11-2025,Bengaluru,Karnataka,34.8,20.5,27.6,50.3,0.5,22.9,86,Satisfactory,994.1,54.7
02-11-2025,Chennai,Tamil Nadu,34.1,21.1,27.6,85.7,8.4,14.7,104,Moderate,1009.6,89.1
02-11-2025,Kolkata,West Bengal,33.8,22.7,28.2,79.7,0,23,101,Moderate,1002.5,5.3
02-11-2025,Hyderabad,Telangana,44.4,36.3,40.3,69.9,0,11.9,47,Good,1019.3,68
02-11-2025,Ahmedabad,Gujarat,29.1,21.2,25.1,53.8,5.8,12.9,136,Moderate,1007.6,45.6
02-11-2025,Jaipur,Rajasthan,39.5,32.2,35.8,74.8,0,5.9,289,Poor,1016.6,41.5
02-11-2025,Lucknow,Uttar Pradesh,35,29.7,32.4,85,0,18.5,70,Satisfactory,1024.9,88.2
02-11-2025,Bhopal,Madhya Pradesh,37.1,25.5,31.3,71,5.7,18.8,107,Moderate,1010.2,52.2
03-11-2025,Mumbai,Maharashtra,35.9,29.6,32.8,34.7,7.8,23.3,168,Moderate,1003.3,43
03-11-2025,Delhi,Delhi,34.3,24.2,29.2,80.6,0,5.9,221,Poor,1014.6,10.3
03-11-2025,Bengaluru,Karnataka,29,24,26.5,50.5,0,23.1,88,Satisfactory,1019.5,23.3
03-11-2025,Chennai,Tamil Nadu,29.9,21.3,25.6,67.9,0,17.2,238,Poor,1009.3,83.4
03-11-2025,Kolkata,West Bengal,43.5,31.5,37.5,58.3,0,6.4,159,Moderate,997.6,75.5
03-11-2025,Hyderabad,Telangana,31.5,26,28.7,65,0,2.2,83,Satisfactory,992.3,30.7
03-11-2025,Ahmedabad,Gujarat,40.4,34.3,37.4,40.5,26.8,21.9,57,Satisfactory,1016.1,37.6
03-11-2025,Jaipur,Rajasthan,31.7,23,27.3,38.3,0,17.6,287,Poor,1009.2,90.6
03-11-2025,Lucknow,Uttar Pradesh,28,16.9,22.5,72.5,0,7.9,316,Very Poor,1012.3,91.6
03-11-2025,Bhopal,Madhya Pradesh,32.2,18.9,25.5,63.2,4.7,15.8,157,Moderate,1003.1,77.5
04-11-2025,Mumbai,Maharashtra,36.7,27.8,32.2,37.6,1.7,12.8,225,Poor,1001.4,37
04-11-2025,Delhi,Delhi,34.4,29.3,31.9,80.1,0,15.3,281,Poor,1019.9,19.7
04-11-2025,Bengaluru,Karnataka,25.8,11.6,18.7,43.1,0,16.6,148,Moderate,1013.1,71.4
04-11-2025,Chennai,Tamil Nadu,38.3,29,33.7,66.8,5.5,21.9,184,Moderate,997.1,44.6
04-11-2025,Kolkata,West Bengal,36,30.8,33.4,79.3,20,21.6,104,Moderate,1009,31.1
04-11-2025,Hyderabad,Telangana,34.8,24.7,29.7,72.4,8,22.9,56,Satisfactory,1007.5,8.7
04-11-2025,Ahmedabad,Gujarat,30.4,19.2,24.8,51.8,69.5,2.4,144,Moderate,993.1,52.4
04-11-2025,Jaipur,Rajasthan,40.6,29.1,34.9,34.5,33.6,12.9,72,Satisfactory,1022.5,7.9
04-11-2025,Lucknow,Uttar Pradesh,32.7,18.9,25.8,65.4,0,7.7,181,Moderate,1012.6,87.8
04-11-2025,Bhopal,Madhya Pradesh,28.9,17.5,23.2,42.8,5.7,20.5,126,Moderate,1008.9,8.6
05-11-2025,Mumbai,Maharashtra,27.8,17.5,22.6,36.6,0,18,87,Satisfactory,1014.4,42.7
05-11-2025,Delhi,Delhi,27.6,15.2,21.4,44.3,0,24.4,304,Very Poor,1012.6,34.9
05-11-2025,Bengaluru,Karnataka,31.2,16.5,23.9,61.1,0,6.5,122,Moderate,993.4,74.7
05-11-2025,Chennai,Tamil Nadu,37.8,26.1,31.9,74.7,0,2.7,339,Very Poor,993.6,41
05-11-2025,Kolkata,West Bengal,32.1,22.5,27.3,82.9,9.2,13.6,101,Moderate,998,61.8
05-11-2025,Hyderabad,Telangana,26.1,11.9,19,61.5,0,12.2,105,Moderate,1022,82.6
05-11-2025,Ahmedabad,Gujarat,30.8,19.2,25,67.1,7.7,22.2,310,Very Poor,1016.8,28.1
05-11-2025,Jaipur,Rajasthan,31.7,17.6,24.7,83.6,0,24.5,130,Moderate,1006,11.4
05-11-2025,Lucknow,Uttar Pradesh,33.6,22.7,28.1,39.9,5.2,9,235,Poor,1005.7,41.9
05-11-2025,Bhopal,Madhya Pradesh,41.7,30,35.8,60.2,0,9.4,268,Poor,1005.5,46.7
06-11-2025,Mumbai,Maharashtra,43.7,34.8,39.3,35.6,10.3,24.9,247,Poor,991.8,39
06-11-2025,Delhi,Delhi,28.6,17.6,23.1,82.9,0,10,180,Moderate,1023.9,23.3
06-11-2025,Bengaluru,Karnataka,31.7,24.6,28.2,51,0,16.3,226,Poor,1023,95.5
06-11-2025,Chennai,Tamil Nadu,30.4,22.9,26.7,78.6,9.8,4.8,132,Moderate,1000.4,58.8
06-11-2025,Kolkata,West Bengal,38,28.8,33.4,44.2,5.4,14,267,Poor,1023.1,14.8
06-11-2025,Hyderabad,Telangana,31,22.3,26.7,52.7,0,21.5,280,Poor,1020.9,8.8
06-11-2025,Ahmedabad,Gujarat,26.4,13.4,19.9,69.8,0,16.6,54,Satisfactory,1006.6,78.4
06-11-2025,Jaipur,Rajasthan,31.9,21.3,26.6,68.2,0,11.5,179,Moderate,1001.6,58.9
06-11-2025,Lucknow,Uttar Pradesh,32.9,19.4,26.2,70.4,6.5,5.5,75,Satisfactory,1004.1,9.5
06-11-2025,Bhopal,Madhya Pradesh,26.6,17.2,21.9,75.3,3.2,6.8,136,Moderate,1015.3,5.7
07-11-2025,Mumbai,Maharashtra,37.4,23.7,30.6,79,0,20.7,72,Satisfactory,1017,97.7
07-11-2025,Delhi,Delhi,31.8,24.9,28.4,71,0,15.8,325,Very Poor,1013.1,14.8
07-11-2025,Bengaluru,Karnataka,25.7,11,18.3,50.6,3.2,5.7,311,Very Poor,998.9,96.3
07-11-2025,Chennai,Tamil Nadu,29.2,18.5,23.9,43.2,0,16.6,326,Very Poor,998.8,43.4
07-11-2025,Kolkata,West Bengal,40.1,31.3,35.7,45,66.5,15,94,Satisfactory,1008.1,73.4
07-11-2025,Hyderabad,Telangana,42,36.3,39.2,69.2,0,18.5,208,Poor,990.8,22.1
07-11-2025,Ahmedabad,Gujarat,43.8,38.1,41,67.6,56.9,8.2,228,Poor,1023.5,87.7
07-11-2025,Jaipur,Rajasthan,40.2,26.5,33.3,82.2,0,21.9,254,Poor,998.9,59.4
07-11-2025,Lucknow,Uttar Pradesh,33.5,20.7,27.1,90.1,1.9,15.9,296,Poor,1001.9,79.6
07-11-2025,Bhopal,Madhya Pradesh,31.6,19.8,25.7,71.7,0,16.3,68,Satisfactory,1003.3,6.1
08-11-2025,Mumbai,Maharashtra,29.6,16.5,23.1,58.7,0,21.8,233,Poor,1003.3,37.1
08-11-2025,Delhi,Delhi,43,34.5,38.7,79.5,0.3,14.8,146,Moderate,1022.8,94.2
08-11-2025,Bengaluru,Karnataka,34.1,21.2,27.7,84.9,4.2,10.7,208,Poor,1004.2,17.9
08-11-2025,Chennai,Tamil Nadu,31.5,20.6,26.1,59.1,0,18.2,331,Very Poor,1003.4,58.5
08-11-2025,Kolkata,West Bengal,34.7,28.2,31.4,57.7,0,10,270,Poor,991.8,71.7
08-11-2025,Hyderabad,Telangana,34.1,23.8,29,78.7,52.5,17.1,200,Moderate,992.7,32.6
08-11-2025,Ahmedabad,Gujarat,26.5,14.7,20.6,72.5,8.8,6.2,59,Satisfactory,990.1,21.4
08-11-2025,Jaipur,Rajasthan,33.6,23.9,28.7,71.9,1.5,15.3,235,Poor,991,85.6
08-11-2025,Lucknow,Uttar Pradesh,28.7,21.2,25,66,0,14.6,62,Satisfactory,1010.4,58.1
08-11-2025,Bhopal,Madhya Pradesh,33.2,24.8,29,94.5,0,23.1,322,Very Poor,1011.4,42
09-11-2025,Mumbai,Maharashtra,43.6,36,39.8,55.6,0,6.5,51,Satisfactory,1003.5,65
09-11-2025,Delhi,Delhi,26.7,21.6,24.1,44.2,0,17.2,175,Moderate,994.1,61.4
09-11-2025,Bengaluru,Karnataka,33.2,19.6,26.4,40.9,6,24.6,230,Poor,990.1,89
09-11-2025,Chennai,Tamil Nadu,25,15.4,20.2,79.9,0,20.5,68,Satisfactory,1009.9,8.2
09-11-2025,Kolkata,West Bengal,42.3,36.9,39.6,49.4,0,19.8,263,Poor,1000.2,8.7
09-11-2025,Hyderabad,Telangana,44.1,30.8,37.4,65.7,4.3,15.1,341,Very Poor,1020.8,62.2
09-11-2025,Ahmedabad,Gujarat,42.2,31.7,36.9,90,0,22.6,45,Good,998.7,95.2
09-11-2025,Jaipur,Rajasthan,38.6,32.1,35.4,80.1,5,19.7,303,Very Poor,994.2,14.2
09-11-2025,Lucknow,Uttar Pradesh,29.5,15.8,22.7,39.3,3.2,3.2,44,Good,1005.7,91.4
09-11-2025,Bhopal,Madhya Pradesh,27.1,15.7,21.4,36.8,45.5,24,265,Poor,1007.9,53.5
10-11-2025,Mumbai,Maharashtra,28.9,14.4,21.6,30.1,0,11.2,296,Poor,997.8,43.7
10-11-2025,Delhi,Delhi,39,33,36,33.7,5.1,21.9,277,Poor,994.7,62.5
10-11-2025,Bengaluru,Karnataka,43.8,37.7,40.8,45.6,0,21.8,256,Poor,1023.3,11.7
10-11-2025,Chennai,Tamil Nadu,27.3,13.3,20.3,39.2,0,15.5,235,Poor,1003.8,27.3
10-11-2025,Kolkata,West Bengal,39.6,25.1,32.3,56.6,7.1,2.8,213,Poor,1002.4,6.3
10-11-2025,Hyderabad,Telangana,42.3,29.2,35.7,82.7,0,17.4,149,Moderate,994.7,16.9
10-11-2025,Ahmedabad,Gujarat,26.9,18.6,22.7,93,68.1,12,344,Very Poor,1023,29.8
10-11-2025,Jaipur,Rajasthan,42.2,28.4,35.3,38.5,8.7,4.1,258,Poor,993,39
10-11-2025,Lucknow,Uttar Pradesh,25.2,10.7,18,64.2,3.6,8.3,247,Poor,1000.2,49.5
10-11-2025,Bhopal,Madhya Pradesh,39.1,30.9,35,51,4.9,16.2,135,Moderate,1003,33.2
11-11-2025,Mumbai,Maharashtra,37.9,28.6,33.2,38.7,12.1,12.5,79,Satisfactory,1013,93.3
11-11-2025,Delhi,Delhi,34,23.6,28.8,84.7,9.9,23.2,40,Good,1019.3,87.2
11-11-2025,Bengaluru,Karnataka,35.3,22.5,28.9,41.8,0,21.6,204,Poor,1005.1,75.2
11-11-2025,Chennai,Tamil Nadu,37.9,27.8,32.9,60.9,0,4.6,57,Satisfactory,1009.7,96.5
11-11-2025,Kolkata,West Bengal,33.4,20.4,26.9,54,0,17.8,299,Poor,1019,66.4
11-11-2025,Hyderabad,Telangana,37.1,24,30.6,93.9,0,12.7,176,Moderate,1007.5,64.1
11-11-2025,Ahmedabad,Gujarat,31.5,26.1,28.8,32.3,0,6.4,146,Moderate,1018.8,69.9
11-11-2025,Jaipur,Rajasthan,40.9,26,33.5,45.9,0,3.8,64,Satisfactory,1008.2,49.5
11-11-2025,Lucknow,Uttar Pradesh,30.8,21.6,26.2,83.4,0,9.1,104,Moderate,1006.2,5.7
11-11-2025,Bhopal,Madhya Pradesh,29.2,23.6,26.4,59.6,9.1,22.2,293,Poor,993.8,92.1
12-11-2025,Mumbai,Maharashtra,29.3,15.2,22.3,82.3,0,20.8,226,Poor,1011.6,42.2
12-11-2025,Delhi,Delhi,37.7,25.1,31.4,84,6.7,22.9,152,Moderate,1001.2,35
12-11-2025,Bengaluru,Karnataka,33.8,19.2,26.5,34.8,5,2.7,68,Satisfactory,1005.9,42.5
12-11-2025,Chennai,Tamil Nadu,32.5,19.4,26,38.9,0,19.8,97,Satisfactory,1002.5,50.6
12-11-2025,Kolkata,West Bengal,39.3,32.5,35.9,85.2,48.4,19.8,68,Satisfactory,1016,86.5
12-11-2025,Hyderabad,Telangana,39.5,32.2,35.9,48.3,0.2,5.2,193,Moderate,1001.5,50.6
12-11-2025,Ahmedabad,Gujarat,36.9,27.2,32.1,72.2,37.9,7.1,104,Moderate,994.2,27.7
12-11-2025,Jaipur,Rajasthan,44.7,35.9,40.3,72.3,0,12.1,216,Poor,1006.6,95.6
12-11-2025,Lucknow,Uttar Pradesh,44.4,33.6,39,39.4,0,4.3,215,Poor,993.4,27.5
12-11-2025,Bhopal,Madhya Pradesh,41.6,31.3,36.4,78.5,0,22.3,119,Moderate,999.7,29
13-11-2025,Mumbai,Maharashtra,26.9,16.9,21.9,51.3,0,8.8,104,Moderate,1018.5,55.7
13-11-2025,Delhi,Delhi,43,36.9,40,77.7,15.1,9.3,202,Poor,1015.9,31.3
13-11-2025,Bengaluru,Karnataka,44.4,33.3,38.9,49.3,0,22.9,283,Poor,1020.4,18.9
13-11-2025,Chennai,Tamil Nadu,43.8,35.7,39.8,45.5,18.1,11,90,Satisfactory,1003.6,30.3
13-11-2025,Kolkata,West Bengal,35.2,22.9,29.1,65.8,66.2,12.1,133,Moderate,1002.8,26.8
13-11-2025,Hyderabad,Telangana,37.9,25.2,31.5,51.6,0,23.3,77,Satisfactory,1014.7,46.2
13-11-2025,Ahmedabad,Gujarat,42,32.1,37.1,81.8,0.4,13.2,133,Moderate,1000.3,24.1
13-11-2025,Jaipur,Rajasthan,39.8,33,36.4,68.6,0,8.2,182,Moderate,1004,20.8
13-11-2025,Lucknow,Uttar Pradesh,33.3,18.4,25.9,68.6,42.2,21.9,94,Satisfactory,1023.7,90
13-11-2025,Bhopal,Madhya Pradesh,25.1,13.9,19.5,75.7,21.7,23.7,316,Very Poor,995.5,28.5
14-11-2025,Mumbai,Maharashtra,33.7,20.7,27.2,55.7,37.8,9.5,241,Poor,1008.3,54.6
14-11-2025,Delhi,Delhi,31.1,19.7,25.4,39.2,8.9,17.9,339,Very Poor,1001.9,36.1
14-11-2025,Bengaluru,Karnataka,28.9,16.7,22.8,41.9,61.9,22.2,108,Moderate,1009.2,19.5
14-11-2025,Chennai,Tamil Nadu,29,21.8,25.4,61,0,15.7,158,Moderate,1020.3,33.3
14-11-2025,Kolkata,West Bengal,32.5,24.5,28.5,75.4,69,22.7,108,Moderate,1008.9,22.6
14-11-2025,Hyderabad,Telangana,36.8,22.6,29.7,64.5,0,20.3,71,Satisfactory,1020.8,47.6
14-11-2025,Ahmedabad,Gujarat,25.8,20.2,23,58.5,0,12.5,162,Moderate,1011.7,69.5
14-11-2025,Jaipur,Rajasthan,31.7,23.1,27.4,34.6,0,18.4,294,Poor,1024.6,92.7
14-11-2025,Lucknow,Uttar Pradesh,39.7,25.3,32.5,78.9,0,2.1,267,Poor,1002.4,43.5
14-11-2025,Bhopal,Madhya Pradesh,42.2,27.6,34.9,52.9,0,15.7,204,Poor,1002.8,8.2
15-11-2025,Mumbai,Maharashtra,36.7,29.2,32.9,91.1,6.1,13.5,82,Satisfactory,1006.6,84.3
15-11-2025,Delhi,Delhi,34.8,22,28.4,72.9,65.1,18.2,148,Moderate,1020.7,39.3
15-11-2025,Bengaluru,Karnataka,31.4,19.1,25.2,91.2,8.9,24.9,321,Very Poor,1000.3,65.3
15-11-2025,Chennai,Tamil Nadu,43,34.8,38.9,36.1,0,12.5,251,Poor,1020.2,45.3
15-11-2025,Kolkata,West Bengal,32.8,24,28.4,42.2,0,3.4,216,Poor,1010.4,56.9
15-11-2025,Hyderabad,Telangana,34.4,27.9,31.2,31.4,0,11.2,156,Moderate,1004.4,67
15-11-2025,Ahmedabad,Gujarat,40.9,33.3,37.1,53.9,9.4,10.4,91,Satisfactory,1006.5,9.3
15-11-2025,Jaipur,Rajasthan,27,13.6,20.3,92.5,0,13.6,287,Poor,1012.8,75
15-11-2025,Lucknow,Uttar Pradesh,28,22.6,25.3,87.8,0,13.7,118,Moderate,1011.8,21.2
15-11-2025,Bhopal,Madhya Pradesh,43.1,36,39.6,45.1,0,12.5,300,Poor,1004,87.2
16-11-2025,Mumbai,Maharashtra,43.1,29.7,36.4,81.1,0,17.7,104,Moderate,1022.3,68.4
16-11-2025,Delhi,Delhi,43.9,31.3,37.6,76.6,0,7.8,279,Poor,1023.5,32.4
16-11-2025,Bengaluru,Karnataka,33.5,19.4,26.5,66.2,0,19.4,212,Poor,992.4,73.6
16-11-2025,Chennai,Tamil Nadu,41.4,34.3,37.9,65.2,6.2,10.9,70,Satisfactory,994.5,41.8
16-11-2025,Kolkata,West Bengal,42.8,33.2,38,39,2.6,3,142,Moderate,992.1,92.1
16-11-2025,Hyderabad,Telangana,28.9,22.6,25.8,60.9,0,13.1,202,Poor,1000.9,69.9
16-11-2025,Ahmedabad,Gujarat,44.3,33.3,38.8,71.1,5.3,9.7,153,Moderate,1015.1,27.5
